codisi;;Updated at 23:37:09;Updated at 23:37:44;Updated at 23:37:58;Updated at 23:38:19;Updated at 23:39:15;Updated at 23:39:24;Updated at 23:39:37;Updated at 23:39:53;Updated at 23:40:08;Updated at 23:40:45;Updated at 23:40:57;Updated at 23:41:23;Updated at 23:42:00;Updated at 23:42:15;Updated at 23:42:56;Updated at 23:43:07;Updated at 23:43:29;Updated at 23:43:58;Updated at 23:44:20;Updated at 23:44:45;Updated at 23:45:13;Updated at 23:45:53;Updated at 23:46:10;Updated at 23:46:31;Updated at 23:46:47;Updated at 23:47:11
BRMMXMACNOR2;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3537226152;14454736400;874967256,8;3768274484;6579266218;4369314994;4398988024;652062384,1;111921155,4;37307051,79;37826106,89;19853839,98;14403766,26;16220457,5
BRABYAACNOR3;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;678032400;1067901030;81872412,3;480471696,7;515090836,4;515090836,4;515090836,4;515090836,4;515090836,4;515090836,4;515090836,4;NULL;NULL;NULL
BRCESPACNPA6;;112641137,3;2322139483;4027456766;6016761478;2091509064;917681065,6;1653155551;1345643807;639033650,8;1202614504;1080309846;1119301581;7458670196;13562515345;4564219942;7169330700;8066589829;9959431158;6166264586;6941837524;7995864567;4036154686;4323392872;4120155408;7033634161;10592906074
BRCESPACNPB4;;112641137,3;2322139483;4027456766;6016761478;2091509064;917681065,6;1653155551;1345643807;639033650,8;1202614504;1080309846;1119301581;7458670196;13562515345;4564219942;7169330700;8066589829;9959431158;6166264586;6941837524;7995864567;4036154686;4323392872;4120155408;7033634161;10592906074
BRELPLACNPA2;;NULL;NULL;NULL;NULL;1873022659;2120863637;1881585860;1898237063;NULL;1498608207;998905626,2;1332096184;4203775507;10094813771;3960797624;5591714301;5233542096;6552472946;3351130976;1588935082;1692754840;1512256358;2886682057;2799663230;6725274811;9889402315
BRELPLACNPB0;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRASSMACNPR1;;5407642,41;6178507,59;4943424;1466806,59;386205;78013,41;2780676;3089640;2703435;1853784;5406870;9175955,7;2826561;1682724,72;1682724,72;1682724,72;1682724,72;1682724,72;1682724,72;1682724,72;1682724,72;1682724,72;1682724,72;NULL;NULL;NULL
BRMEDIACNOR9;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1684129500;1475667557;522356345;1213484700;805502775;805502775;805502775;805502775;805502775;805502775;805502775;NULL;NULL;NULL
BRKSSAACNOR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1088665330;801739435;159280467,5;721244205;776612447;776612447;776612447;776612447;776612447;776612447;776612447;NULL;NULL;NULL
BRAMPIACNOR1;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRMDIAACNOR7;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2898700000;2801120000;2341920000;4764900000;4481275000;5277694000;8792375000;11197515000;10066418500;7514500000;12631140000;17136450000;15241440000;13322700000
BRBISAACNOR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3305757464;2039013783;468122039,2;3417493677;3789912860;2381733100;2055972682;587420766,2;1778926285;1778926285;1778926285;NULL;NULL;NULL
BRPFRMACNOR1;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1085370000;1306800000;192680037,2;546646500;514040527,5;357960584,3;483694977,2;618671392,8;363619742,3;210036061,2;532966798,2;577669894,5;495251092;817164301,8
BRCTAPACNOR9;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2989450,16;3040498,54;NULL;NULL;NULL;NULL;367465537,4;166720475,3;32323357,46;54949706,39;25008070,71;10717744,59;6073387,53;3674654,64
BRCTCOACNOR8;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRCTMIACNOR9;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6386348,62;1317341858;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRECODACNOR8;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRODPVACNOR4;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;897608096;1129660189;606905474;2833129478;4443395444;4698416944;5849555660;5153559482;4972919253;5020735784;6582742473;8436961297;7438127088;9037324412
BRPOSIACNOR9;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2053642000;3512000000;633916000;1960574000;856050000;503972000;447780000;238816000;178234000;149260000;248474000;280082000;210720000;892048000
BRLPSBACNOR0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1118400000;1763316745;331301821,1;1206532005;2152872657;1481931815;2145586754;1635658539;720604810,8;258944381,6;460258013,6;730836801,9;792933523,7;1389964624
BRPDGRACNOR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3393508104;1664435887;6764380142;11239420488;7000221965;4675022251;2263835990;1111541947;80183867,91;74772686,64;113634806,7;91963287;64132292,25
BRCCIMACNOR5;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRRDNIACNOR9;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;961636720;383744080;872896344;810720088;561043560;636335120;631477600;442698080;195651041,8;244235528,6;269184319,2;234606170,9;693313758,7
BRTCSAACNOR3;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1592510940;523565240,4;1512521806;1611417462;1878262347;1528645197;1630926810;673200000;486000000;612640000;698815767,8;500100383,6;1435574999
BRIGTAACNOR5;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1694803648;843121357;2694686626;3289102794;2892825348;4422456286;3888986948;4238677872;3339724940;4701400206;7092720972;7493629255;9625331001
BRSMTOACNOR3;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2232296618;1033950000;1921000000;2994500000;1891620000;3096200000;3101850000;4156915313;5189344389;6537961952;6959896610;6734209586;8496271896
BRGVTTACNOR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4283157564;3373649884;7684323250;7919011458;7919011458;7919011458;7919011458;7919011458;7919011458;7919011458;NULL;NULL;NULL
BRAFLUACNPA2;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRJBSSACNOR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6410530000;7132871473;22064834156;18408770483;17205316353;18073974209;25315338469;31143753605;35282190187;32282489807;27560348861;32854118840;74221929606
BREVENACNOR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2354589409;517650087;1526354644;2006323309;1479080207;2192958035;1859348462;1229456260;961168841;839250000;1305000000;1325870000;3526250000
BRPINEACNPR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1843501563;320083688,5;918147878,7;1281136575;1115990523;1629466500;1130591593;731879025;454395090;459241971;421678643,5;272637054;711157267,2
BRSANBACNPR5;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;274395941,6;1411164566;31154075722;47349083714;92046540354;1,7216E+11;59856617536;57994593684;51875735198;46882092340;60842639017;1,1031E+11;1,22732E+11;1,71266E+11;1,91858E+11
BRBRMLACNOR9;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3473525070;3963445790;1644431376;4351877264;6947353595;8541296917;12580842786;7779268528;7097859961;5147425988;7387083285;10819404897;11735317410;15901104670
BRENGIACNPR7;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;504778,5;560863740;859135247,4;2017620955;1328206740;2343643534;2048775119;2544496407;2724606670;3368896282;2983631924;3933344819;6534306935;11540760860;14292394979;20588987978
BRFHERACNOR5;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;848625063,9;185478026,6;518644054,9;449329942,9;545303328,8;506526203,1;329605567,6;279519304;72707333,4;109868859,4;141644656,9;250436370,6;199271950,8
BRJHSFACNOR2;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2383021198;703518461,2;1598905594;1492311888;2345331318;3707041828;1732493060;963961863,6;666750000;756000000;946190244,6;1052767678;4849255856
BRFRIOACNOR2;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1061292180;293896296;406964732,1;579736226,7;234132214,5;158712633,9;123074810,1;49312802,7;27610659,3;107802292,5;172483668;242298486;250511994
BRBEMAACNOR0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;508478697,9;312033352,5;459638694,9;446065535,5;201116253;299095966;461536016,5;499180853,6;556937316;556937316;NULL;NULL;NULL
BRCRDEACNOR1;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;678202875;154556437,5;286506112,5;343715062,5;280969759,6;227682391,4;174395023,2;128374114,3;65398133,7;68789148,04;70242439,9;48394616,94;78841080,15
BRAGINACNOR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1772886929;433126735,6;1194089730;1265878691;1265878691;1265878691;1265878691;1265878691;1265878691;1265878691;NULL;NULL;NULL
BRTRNAACNPR9;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRSFSAACNPR5;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRCEEDACNPR6;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2956181760;2877389459;1164838552;1137927712;968074570;744855848,8;581500797,8;311160010,5;197748065,5;285568846,7;290819254,7;363109982;968074600
BRINPRACNOR3;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRSLCEACNOR2;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1458850000;1374675250;1612029250;2175745000;1561591525;1928501250;2033332600;1345006000;1626863875;1449837350;2734515875;4234067925;4953564050
BRLOGNACNOR3;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1256449194;475066191,6;779548770;953800848;623639016;802476675;752035284;284306022;110971060,2;47690042,4;80114602,61;309549408,5;2347607773
BREZTCACNOR0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1306257155;353605129,2;1247155020;2058539404;2362258332;3886721939;4103873636;3163372027;2004066026;2615278261;3649839440;4253745966;11992410000
BRBRSRACNPA6;;742742205;437826984;289278543;375280272;47691867,9;75056054,4;82170742,89;490609548,6;636692508;735482574,9;1222038906;1447756680;3261508877;4222357437;2508008539;5658196643;6745912230;6974128796;5866678877;5185494219;5563286902;3043328999;4500957833;7980688213;9272720842;9296116641
BRCZRSACNPR1;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRDAYCACNPR2;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRMRFGACNOR0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3108182059;2009579655;6634333200;5378251287;3119385746;4211887086;2004877509;2947430312;3306746022;3336324826;4535342701;3510230994;7156381325
