codisi;;Updated at 23:37:09;Updated at 23:37:44;Updated at 23:37:58;Updated at 23:38:19;Updated at 23:39:15;Updated at 23:39:24;Updated at 23:39:37;Updated at 23:39:53;Updated at 23:40:08;Updated at 23:40:45;Updated at 23:40:57;Updated at 23:41:23;Updated at 23:42:00;Updated at 23:42:15;Updated at 23:42:56;Updated at 23:43:07;Updated at 23:43:29;Updated at 23:43:58;Updated at 23:44:20;Updated at 23:44:45;Updated at 23:45:13;Updated at 23:45:53;Updated at 23:46:10;Updated at 23:46:31;Updated at 23:46:47;Updated at 23:47:11
BRELETACNPA9;;13163317853;11632699498;16399482375;30581185622;11383853929;21541540197;17980859264;17236275736;12882872091;25237005136;20761733438;22154982219;28834006956;26261362372;30370944660;40100342512;26211136581;26223108280;10223371139;8587192872;8258450730;9033417028;31397803135;26225577232;40364195621;60050712317
BRSPRIACNPR9;;563560800;563560800;16646500;7790759483;25604810;34764000;37556560;54473420;57728961,22;86532201,9;114897463,7;77163450;60209883,3;104004149,3;40477578,96;52093612,2;59253784,17;70871696,7;59073256,2;46810402,8;40759139,4;30353492,4;28798762,82;21949743,8;17231659,44;25230810,94
BRFCHTACNOR5;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRSHULACNPR4;;NULL;NULL;NULL;NULL;NULL;7519552;6755847,5;8224510;6755847,5;13511695;36422830;48459987,85;85182425;234986120;124271224;189330864,8;330780758;365503600;277782736;366600110,8;182386296,4;469014176,8;479290943,3;254756009,2;363822283,4;528079601,3
BRAUTOACNPR1;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRLORZACNOR4;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRPOLAACNPR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRTCNOACNPR2;;620800;512000;1952200,289;3529112,272;3137298,658;1920000;1792000;1408000;3699200;6720000;9376000;17273600;12985600;118400000;65600000;66560000;69760000;45760000;12909661,05;6664406,8;12401864,45;16241864,45;9646563,54;18083839,12;10825004,04;9527377,12
BREDNEACNPA9;;12800000;7685120;3493490;2443000;1741510;1469290;7329000;8376000;86608500;86608500;86608500;86608500;86608500;86608500;86608500;86608500;86608500;86608500;86608500;86608500;86608500;86608500;86608500;NULL;NULL;NULL
BRBPARACNOR5;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;190432980;NULL;NULL;171389700;171389700;NULL;NULL;NULL;NULL;NULL;68696316,74;2574795,959;NULL;NULL;NULL;NULL;NULL;1398034568;1604807821
BRDISAACNPR1;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRCEEBACNPR0;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRCIITACNOR7;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRMAKRACNOR3;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRGALOACNOR0;;1302400;3628270,891;5260800;6212633,614;5328000;1243200;840640;118400;118400;11840;296000;296000;296000;296000;296000;296000;296000;296000;296000;296000;296000;296000;296000;NULL;NULL;NULL
BRBALMACNPR2;;NULL;26449,1112;2207782,415;2266390,722;1320000;2688400;2688400;2640000;2886400;8800000;11473000;12328800;15840000;NULL;22000000;34309800;35280000;39690000;78400000;102900000;117600000;88984000;79576000;86240000;122353000;104370000
BREPEDACNPR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRIDRLACNPR0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRAHEBACNPA3;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13160000;9123410;5100100;5066314,96;206445;NULL;1215819;102744832,2;122847510;145567144,1;137353040,6;119617980,5;87743402,5;767383,5;76726810;311451406,5;698515107,5;563169114,5;259241012
BRAHEBACNPB1;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13160000;9123410;5100100;5066314,96;206445;NULL;1215819;102744832,2;122847510;145567144,1;137353040,6;119617980,5;87743402,5;767383,5;76726810;311451406,5;698515107,5;563169114,5;259241012
BRANORACNPB4;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRCCCCACNPR6;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRCSPPACNOR9;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRDROGACNPA4;;NULL;6055000;18165000;15743000;12110000;8513330;13321000;13321000;30248900;37664000;47080000;40018000;121122400;789442979;628361133,4;1757653520;2542320270;2485824264;7764071000;5005347900;8259650000;11722095280;20031303180;29883413700;18732886200;37938224380
BRELNDACNPB2;;NULL;NULL;NULL;NULL;NULL;NULL;63091000;37836600;37836600;51079410;644825868,2;803414405,6;2458815836;1002405414;485850770;462097338;406762157;320716669,8;244150018;312349494,9;247543422;198255135,9;125826990;264340771,8;377822040;565272491,5
BRJOINACNPR0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRCTPCACNPR2;;11087901;27971760;18647840;7925332;3909405;3909405;3909405;7160;NULL;NULL;40684670;NULL;NULL;52890071;52890071;52890071;52890071;52890071;52890071;52890071;52890071;52890071;52890071;NULL;NULL;NULL
BRICFBACNPR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRARNOACNPR0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BREMBRACNPA7;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRDXTGACNPR5;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRITLMACNPB1;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRCARBACNPB4;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRTEBAACNPA8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRCMGRACNPR4;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRARATACNPB0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRBGOSACNPR0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;268733800;419836470;507881891,8;507881891,8;507881891,8;507881891,8;507881891,8;507881891,8;507881891,8;507881891,8;507881891,8;507881891,8;507881891,8;507881891,8;507881891,8;507881891,8;NULL;NULL;NULL
BRSLEDACNPR7;;NULL;NULL;NULL;NULL;30488290;91161000;96220000;110653000;122822010;212765059,5;259985810;328255005;793724629,9;948876566,3;501583955;871233895,5;1129656353;600715596,6;701293589,8;650853509,6;217933405,6;141652448,3;156855113,6;116679431,5;58914633,32;128504259,7
BRAPTIACNPR3;;9382656;41975040;38811053,79;42592320;54320640;NULL;49382000;37036500;33471900;39980540;53120190,96;42769880;46489000;92978;93163455;91055072,85;NULL;85539300;85539300;NULL;NULL;60435375;59504000;171074000;65082500;NULL
BRARATACNPA2;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRBIOBACNPB6;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRUTFTACNOR2;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRBBVTACNPA0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRPATIACNPR3;;147553,8008;1600850;1280000;1200000;4281800;2901650;1440000;3874551,03;9901589,99;47909970;93803815;5024690626;74488843,5;249769114,2;144510373,4;104058369,2;210557856,6;146335351,1;147325078,5;262654242,7;278368886,5;190076109;186053129,5;200019587,6;264798708,4;420021392,5
BRACESA02PR1;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
